claim_id,exact_claim_text,claim_type,section,figure,dataset,consumer,backbone,experimental_protocol,source_script,source_artifact,sample_unit,n,effect_size,confidence_interval,raw_p,multiple_testing_family,corrected_p,status,notes
AUDIT-L5,Archived permuted+inverse loss normalized using ratio_of_means is 0.052007445 in the saved 30-video relayout result.,exploratory,audited layout,Figure 4,DAVIS saved scores,ridge spatial readout,"DINOv2 frozen, legacy","artifact reanalysis, not raw feature regeneration",scripts/recompute_audit.py,artifacts/processed/layout.csv; audit_workspace/source/legacy/relayout.json,video,30,0.05200744469536301,"[0.04825644294950043, 0.05567734336442771]",,,,CONFIRMED,Confirmed ONLY as bounded arithmetic statement about archived scores; causal/robotics generalization remains provisional. Pointwise paired video bootstrap interval.
AUDIT-L6,Archived permuted+inverse loss normalized using mean_of_ratios is 0.052756707 in the saved 30-video relayout result.,exploratory,audited layout,Figure 4,DAVIS saved scores,ridge spatial readout,"DINOv2 frozen, legacy","artifact reanalysis, not raw feature regeneration",scripts/recompute_audit.py,artifacts/processed/layout.csv; audit_workspace/source/legacy/relayout.json,video,30,0.05275670685473591,"[0.049162074488345316, 0.056231717073055305]",,,,CONFIRMED,Confirmed ONLY as bounded arithmetic statement about archived scores; causal/robotics generalization remains provisional. Pointwise paired video bootstrap interval.
AUDIT-hidden_minus_natural,Archived paired contrast: hidden_minus_natural,exploratory,layout reanalysis,Figure 3 / Figure 4,DAVIS saved scores,ridge spatial readout,legacy DINOv2,paired video bootstrap; two-sided random sign test; symmetry/exchangeability assumption,scripts/recompute_audit.py,artifacts/processed/layout_tests.csv,video,30,1.0209834274021252,"[0.8992728870529907, 1.1650633508540817]",1e-05,LAYOUT_REAUDIT_EXPLORATORY,4e-05,PROVISIONAL,Post-hoc reanalysis cannot become confirmatory. Original tensors and exact run identity missing.
AUDIT-below_minus_reader_ro3,Archived paired contrast: below_minus_reader_ro3,exploratory,layout reanalysis,Figure 3 / Figure 4,DAVIS saved scores,ridge spatial readout,legacy DINOv2,paired video bootstrap; two-sided random sign test; symmetry/exchangeability assumption,scripts/recompute_audit.py,artifacts/processed/layout_tests.csv,video,30,0.13423498040332488,"[0.1200348032989708, 0.14872795585705187]",1e-05,LAYOUT_REAUDIT_EXPLORATORY,4e-05,PROVISIONAL,Post-hoc reanalysis cannot become confirmatory. Original tensors and exact run identity missing.
AUDIT-below_minus_reader_ro4,Archived paired contrast: below_minus_reader_ro4,exploratory,layout reanalysis,Figure 3 / Figure 4,DAVIS saved scores,ridge spatial readout,legacy DINOv2,paired video bootstrap; two-sided random sign test; symmetry/exchangeability assumption,scripts/recompute_audit.py,artifacts/processed/layout_tests.csv,video,30,0.10501986858158809,"[0.09465574516008166, 0.11592923102515164]",1e-05,LAYOUT_REAUDIT_EXPLORATORY,4e-05,PROVISIONAL,Post-hoc reanalysis cannot become confirmatory. Original tensors and exact run identity missing.
AUDIT-below_minus_reader_ro6,Archived paired contrast: below_minus_reader_ro6,exploratory,layout reanalysis,Figure 3 / Figure 4,DAVIS saved scores,ridge spatial readout,legacy DINOv2,paired video bootstrap; two-sided random sign test; symmetry/exchangeability assumption,scripts/recompute_audit.py,artifacts/processed/layout_tests.csv,video,30,0.10439608224173688,"[0.09580076280793544, 0.11367266422587506]",1e-05,LAYOUT_REAUDIT_EXPLORATORY,4e-05,PROVISIONAL,Post-hoc reanalysis cannot become confirmatory. Original tensors and exact run identity missing.
FUTURE-H1,H1 consumer-conditioned requirements differ,confirmatory,future preregistration draft,,,,,,,configs/statistics.json; configs/pilot.json,,,,,,,,NOT_SUPPORTED,"Planned test, not a result; endpoints/margins/task IDs not frozen; no experiment executed."
FUTURE-H2,H2 unknown permutation degrades utility and recovery meets an equivalence margin,confirmatory,future preregistration draft,,,,,,,configs/statistics.json; configs/pilot.json,,,,,,,,NOT_SUPPORTED,"Planned test, not a result; endpoints/margins/task IDs not frozen; no experiment executed."
FUTURE-H3,H3 serving operating points differ,confirmatory,future preregistration draft,,,,,,,configs/statistics.json; configs/pilot.json,,,,,,,,NOT_SUPPORTED,"Planned test, not a result; endpoints/margins/task IDs not frozen; no experiment executed."
FUTURE-H4,H4 closed-loop task and system Pareto benefit,confirmatory,future preregistration draft,,,,,,,configs/statistics.json; configs/pilot.json,,,,,,,,NOT_SUPPORTED,"Planned test, not a result; endpoints/margins/task IDs not frozen; no experiment executed."
SERVER-R0,Maximum absolute difference between regenerated and archived per-video scores.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/relayout_reproduced.json,video,30,1.6150525361524615e-11,,,,,CONFIRMED,"Reproduces cached-feature training/evaluation, not extraction from original RGB or a learned world model."
SERVER-R1-ratio_of_means,natural normalized spatial readout loss; ratio_of_means.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/relayout_reproduced.json,video,30,0.05200744469535797,,,,,CONFIRMED,
SERVER-R1-mean_of_ratios,natural normalized spatial readout loss; mean_of_ratios.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/relayout_reproduced.json,video,30,0.05275670685472978,,,,,CONFIRMED,
SERVER-R2-ratio_of_means,permuted normalized spatial readout loss; ratio_of_means.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/relayout_reproduced.json,video,30,1.072990872099978,,,,,CONFIRMED,
SERVER-R2-mean_of_ratios,permuted normalized spatial readout loss; mean_of_ratios.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/relayout_reproduced.json,video,30,1.1208015543428302,,,,,CONFIRMED,
SERVER-R3-ratio_of_means,permuted+inverse normalized spatial readout loss; ratio_of_means.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/relayout_reproduced.json,video,30,0.05200744469535797,,,,,CONFIRMED,
SERVER-R3-mean_of_ratios,permuted+inverse normalized spatial readout loss; mean_of_ratios.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/relayout_reproduced.json,video,30,0.05275670685472978,,,,,CONFIRMED,
SERVER-F0,natural latent_drift absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.022144808141492653,"[0.02063752639140834, 0.02371414309101821]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F1,natural planner_error absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.4943912551014299,"[0.3701046851625186, 0.6196316407740892]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F2,natural verifier_error absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.833232484893183,"[0.7645661049028352, 0.894857230531582]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F3,hidden latent_drift absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.4398637203962318,"[0.3994709730617172, 0.47966257522731603]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F4,hidden planner_error absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.5211879665542521,"[0.3895971010291306, 0.651923206757203]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F5,hidden verifier_error absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,1.0,"[1.0, 1.0]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F6,inverse latent_drift absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.022144808141492653,"[0.020635239108596718, 0.02370777246995941]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F7,inverse planner_error absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.4943912551014299,"[0.3676525449507883, 0.6185914441286293]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F8,inverse verifier_error absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.833232484893183,"[0.7635434142137202, 0.8960348380430799]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F9,time_shuffled_within_sequence latent_drift absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.09839337456343031,"[0.07348959313728569, 0.12799948992974486]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F10,time_shuffled_within_sequence planner_error absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.5212327104188871,"[0.4015543041358264, 0.6400277333444179]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F11,time_shuffled_within_sequence verifier_error absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.8695732933070129,"[0.8151234116636659, 0.9189466261307553]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F12,cross_sequence_train_donor latent_drift absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.7154550833156536,"[0.6704929763873286, 0.755718072955607]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F13,cross_sequence_train_donor planner_error absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.5733541983607555,"[0.47908082884200975, 0.6658483656131218]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-F14,cross_sequence_train_donor verifier_error absolute loss with natural-trained frozen consumer.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/fixed_reader.json,video,30,0.8373177509169593,"[0.7498159994659253, 0.9157787283130306]",,,,CONFIRMED,Single predetermined donor/shuffle assignment; no complete fidelity/age sweep.
SERVER-cpu-cases,cpu completed cases in server layout characterization.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/server/cpu_machine.json,run block,5852,76,,,,,CONFIRMED,Descriptive count; fixed synthetic consumer; timing scope set by versioned implementation.
SERVER-cpu-blocks,cpu completed blocks in server layout characterization.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/server/cpu_machine.json,run block,5852,5852,,,,,CONFIRMED,Descriptive count; fixed synthetic consumer; timing scope set by versioned implementation.
SERVER-cpu-correct_checks,cpu completed correct_checks in server layout characterization.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/server/cpu_machine.json,run block,5852,456,,,,,CONFIRMED,Descriptive count; fixed synthetic consumer; timing scope set by versioned implementation.
SERVER-cuda-cases,cuda completed cases in server layout characterization.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/server/cuda_machine.json,run block,5852,76,,,,,CONFIRMED,Descriptive count; fixed synthetic consumer; timing scope set by versioned implementation.
SERVER-cuda-blocks,cuda completed blocks in server layout characterization.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/server/cuda_machine.json,run block,5852,5852,,,,,CONFIRMED,Descriptive count; fixed synthetic consumer; timing scope set by versioned implementation.
SERVER-cuda-correct_checks,cuda completed correct_checks in server layout characterization.,exploratory,Server evidence,Server reproduction / layout,DAVIS cached features or synthetic serving,fixed probe / synthetic spatial reduction,DINOv2 cache / fixed kernel,see cited script and source artifact,scripts/analyze_server.py,artifacts/raw/server/cuda_machine.json,run block,5852,456,,,,,CONFIRMED,Descriptive count; fixed synthetic consumer; timing scope set by versioned implementation.
MODEL-probe-episodes,Number of completed preselected single-state fresh-observation integration episodes.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/raw/cosmos/closed_loop_probe_4494/manifest.json,episode,3,3,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-libero_spatial-success,pick up the black bowl between the plate and the ramekin and place it on the plate: observed success for initial state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/raw/cosmos/closed_loop_probe_4494/manifest.json,single initial-state episode,1,1.0,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-libero_spatial-steps,pick up the black bowl between the plate and the ramekin and place it on the plate: observed steps for initial state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/raw/cosmos/closed_loop_probe_4494/manifest.json,single initial-state episode,1,76.0,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-libero_spatial-wall_seconds,pick up the black bowl between the plate and the ramekin and place it on the plate: observed wall_seconds for initial state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/raw/cosmos/closed_loop_probe_4494/manifest.json,single initial-state episode,1,49.91837706696242,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-libero_object-success,pick up the alphabet soup and place it in the basket: observed success for initial state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/raw/cosmos/closed_loop_probe_4494/manifest.json,single initial-state episode,1,1.0,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-libero_object-steps,pick up the alphabet soup and place it in the basket: observed steps for initial state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/raw/cosmos/closed_loop_probe_4494/manifest.json,single initial-state episode,1,137.0,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-libero_object-wall_seconds,pick up the alphabet soup and place it in the basket: observed wall_seconds for initial state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/raw/cosmos/closed_loop_probe_4494/manifest.json,single initial-state episode,1,47.96680893190205,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-libero_goal-success,open the middle drawer of the cabinet: observed success for initial state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/raw/cosmos/closed_loop_probe_4494/manifest.json,single initial-state episode,1,1.0,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-libero_goal-steps,open the middle drawer of the cabinet: observed steps for initial state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/raw/cosmos/closed_loop_probe_4494/manifest.json,single initial-state episode,1,137.0,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-libero_goal-wall_seconds,open the middle drawer of the cabinet: observed wall_seconds for initial state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/raw/cosmos/closed_loop_probe_4494/manifest.json,single initial-state episode,1,62.08181613776833,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-aligned-chunks,Number of full 16-action prediction intervals with an observed future.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/raw/cosmos/closed_loop_probe_4494/gallery_manifest.json,dependent chunk nested within episode,3,20,,,,,CONFIRMED,Chunks within an episode are dependent; partial terminal chunks excluded; no sample-size inflation.
MODEL-H4,FRAME improves the closed-loop task-resource frontier under the learned model.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/raw/cosmos/closed_loop_probe_4494/manifest.json,task,0,,,,,,NOT_SUPPORTED,"Comparative calibrated FRAME pilot, latency-aware episodes and episode energy remain unmeasured. This proposed hypothesis has no confirming result."
MODEL-sanity-episodes,Completed paired memory sanity episodes.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/analyze_memory_sanity.py; scripts/cosmos_memory_sanity.py,artifacts/raw/cosmos/memory_sanity_4495/manifest.json,episode nested in three fixed task-state pairs,12,12,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-sanity-libero_spatial-recovery,TTL and TTL + inverse have identical recorded model inputs and executed actions for this task at state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/analyze_memory_sanity.py; scripts/cosmos_memory_sanity.py,artifacts/statistics/memory_sanity.json,fixed task-state pair,1,1,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-sanity-libero_spatial-divergence,First actual action-index difference between fresh and stale at state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/analyze_memory_sanity.py; scripts/cosmos_memory_sanity.py,artifacts/statistics/memory_sanity.json,fixed task-state pair,1,17,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-sanity-libero_object-recovery,TTL and TTL + inverse have identical recorded model inputs and executed actions for this task at state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/analyze_memory_sanity.py; scripts/cosmos_memory_sanity.py,artifacts/statistics/memory_sanity.json,fixed task-state pair,1,1,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-sanity-libero_object-divergence,First actual action-index difference between fresh and stale at state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/analyze_memory_sanity.py; scripts/cosmos_memory_sanity.py,artifacts/statistics/memory_sanity.json,fixed task-state pair,1,17,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
